transaction_id,customer_id,transaction_date,order_value,quantity,product_category,payment_method,channel,discount_used_pct,customer_profile_segment,customer_city,customer_state,signup_date
T002653,C0441,2025-04-21,6560.71,1,Fashion,Credit Card,Store,15,high_value,Kolkata,Delhi,2025-02-13
T002819,C0570,2025-04-21,2819.18,3,Sports,Net Banking,Web,0,repeat,Kolkata,Delhi,2025-03-27
T003675,C0582,2025-04-21,1426.87,2,Electronics,Wallet,Web,10,at_risk,Mumbai,Tamil Nadu,2025-02-19
T003954,C0426,2025-04-21,505.56,1,Home,UPI,Web,15,low_engagement,Delhi,Maharashtra,2025-02-01
T004093,C1115,2025-04-21,1262.15,1,Fashion,UPI,App,20,low_engagement,Chennai,Telangana,2025-02-26
T004259,C0704,2025-04-21,6289.72,2,Groceries,Wallet,App,5,high_value,Chennai,West Bengal,2025-03-29
T004434,C0176,2025-04-21,3844.26,3,Groceries,Debit Card,Web,0,high_value,Mumbai,Gujarat,2025-03-14
T004709,C0254,2025-04-21,2938.24,2,Electronics,Net Banking,Web,15,repeat,Hyderabad,Telangana,2025-03-08
T004727,C0353,2025-04-21,2238.34,1,Home,UPI,Web,0,low_engagement,Delhi,Maharashtra,2025-04-09
T005102,C0071,2025-04-21,2032.95,1,Electronics,Wallet,Web,15,low_engagement,Mumbai,Gujarat,2025-03-25
T005203,C0506,2025-04-21,5739.23,3,Beauty,Debit Card,Store,15,high_value,Hyderabad,Telangana,2025-03-22
T005204,C0288,2025-04-21,2989.84,2,Home,Credit Card,App,25,low_engagement,Kolkata,Karnataka,2025-04-14
T005246,C1039,2025-04-21,7172.61,2,Fashion,Net Banking,Store,25,high_value,Kolkata,Maharashtra,2025-04-18
T005295,C0830,2025-04-21,2741.29,1,Sports,Net Banking,App,10,repeat,Bengaluru,Gujarat,2025-01-17
T005706,C0160,2025-04-21,1696.87,3,Electronics,Net Banking,Web,25,low_engagement,Delhi,Gujarat,2025-03-27
T006594,C1119,2025-04-21,1821.94,2,Sports,Net Banking,Web,20,repeat,Mumbai,Gujarat,2025-02-07
T006616,C1016,2025-04-21,2135.93,1,Groceries,UPI,App,25,at_risk,Bengaluru,Karnataka,2025-01-28
T006734,C1027,2025-04-21,3289.56,1,Fashion,UPI,App,20,at_risk,Chennai,West Bengal,2025-04-06
T006836,C0498,2025-04-21,6388.34,1,Groceries,Debit Card,App,15,high_value,Bengaluru,Delhi,2025-04-01
T006971,C0765,2025-04-21,4561.46,1,Groceries,Credit Card,App,25,high_value,Mumbai,Delhi,2025-04-05
T007321,C0784,2025-04-21,3723.16,2,Sports,UPI,Web,10,repeat,Bengaluru,Tamil Nadu,2025-03-01
T007909,C0185,2025-04-21,4188.42,1,Home,UPI,Web,10,repeat,Hyderabad,Tamil Nadu,2025-03-12
T008855,C0226,2025-04-21,2580.85,1,Home,Debit Card,App,10,repeat,Pune,West Bengal,2025-03-25
T009005,C0042,2025-04-21,2031.34,2,Fashion,UPI,Web,10,repeat,Bengaluru,Tamil Nadu,2025-03-22
T009243,C0764,2025-04-21,1897.59,2,Groceries,UPI,Web,15,low_engagement,Pune,Telangana,2025-03-26
T009996,C0001,2025-04-21,3792.71,2,Electronics,Credit Card,Web,5,repeat,Pune,Maharashtra,2025-03-17
T010124,C0255,2025-04-21,6006.83,4,Fashion,UPI,App,0,high_value,Mumbai,Delhi,2025-02-08
T010986,C0546,2025-04-21,3169.65,3,Sports,Credit Card,Web,5,repeat,Pune,Karnataka,2025-01-12
T011275,C0045,2025-04-21,2519.72,3,Beauty,UPI,Web,5,repeat,Hyderabad,Gujarat,2025-04-05
T011301,C0522,2025-04-21,3747.48,1,Electronics,Net Banking,Web,25,repeat,Chennai,West Bengal,2025-01-30
T011395,C0879,2025-04-21,4474.02,4,Electronics,Wallet,App,0,high_value,Mumbai,Delhi,2025-03-07
T011584,C0499,2025-04-21,1862.58,2,Electronics,UPI,App,25,at_risk,Mumbai,Tamil Nadu,2025-02-16
T011743,C1091,2025-04-21,1701.48,2,Groceries,UPI,Web,10,at_risk,Mumbai,Karnataka,2025-04-09
T011971,C0344,2025-04-21,2582.35,3,Electronics,UPI,App,20,repeat,Pune,Tamil Nadu,2025-03-21
T013075,C0543,2025-04-21,4599.0,3,Groceries,Credit Card,App,5,repeat,Ahmedabad,Delhi,2025-03-31
T013554,C0215,2025-04-21,2515.16,1,Beauty,Credit Card,Store,5,low_engagement,Bengaluru,West Bengal,2025-04-21
T014345,C0730,2025-04-21,1624.69,1,Groceries,UPI,App,25,high_value,Chennai,West Bengal,2025-01-19
T000274,C0412,2025-04-22,1665.72,3,Sports,UPI,Web,0,at_risk,Hyderabad,Gujarat,2025-02-05
T000403,C0127,2025-04-22,2493.06,3,Groceries,Debit Card,App,20,at_risk,Kolkata,Karnataka,2025-03-17
T000753,C0904,2025-04-22,452.47,1,Beauty,UPI,App,15,low_engagement,Ahmedabad,Karnataka,2025-03-22
T000984,C0481,2025-04-22,754.64,1,Electronics,UPI,Store,25,low_engagement,Pune,Delhi,2025-02-03
T001803,C0972,2025-04-22,1988.27,3,Home,UPI,Web,20,at_risk,Chennai,Telangana,2025-01-02
T002287,C0881,2025-04-22,3527.51,3,Fashion,UPI,Web,15,repeat,Chennai,West Bengal,2025-02-15
T002384,C0206,2025-04-22,4998.76,1,Home,UPI,Web,25,high_value,Pune,Delhi,2025-04-17
T002421,C1053,2025-04-22,2085.36,2,Fashion,UPI,App,5,at_risk,Bengaluru,Maharashtra,2025-01-08
T003460,C0311,2025-04-22,3378.39,1,Home,UPI,Web,5,repeat,Mumbai,Delhi,2025-03-21
T003804,C0298,2025-04-22,5408.18,1,Home,Wallet,Store,20,repeat,Chennai,Tamil Nadu,2025-01-02
T003886,C0009,2025-04-22,1178.81,1,Beauty,Credit Card,App,10,low_engagement,Mumbai,Tamil Nadu,2025-01-15
T004231,C0238,2025-04-22,7273.57,3,Fashion,UPI,Store,5,high_value,Mumbai,Gujarat,2025-02-19
T004556,C0645,2025-04-22,7483.88,2,Electronics,Credit Card,Store,0,high_value,Kolkata,Maharashtra,2025-02-22
T005000,C0609,2025-04-22,2372.84,3,Sports,Net Banking,Web,20,low_engagement,Chennai,Maharashtra,2025-02-28
T005039,C0561,2025-04-22,2647.47,2,Beauty,Debit Card,App,15,low_engagement,Ahmedabad,Tamil Nadu,2025-04-22
T005202,C0538,2025-04-22,2476.32,2,Electronics,UPI,Web,15,repeat,Kolkata,West Bengal,2025-03-12
T005714,C0827,2025-04-22,3778.96,1,Beauty,Debit Card,Store,10,repeat,Pune,Delhi,2025-01-24
T005814,C0633,2025-04-22,2592.25,3,Groceries,UPI,App,15,low_engagement,Pune,West Bengal,2025-04-01
T006333,C0291,2025-04-22,6145.52,2,Sports,Net Banking,Web,20,high_value,Delhi,West Bengal,2025-01-22
T006823,C0332,2025-04-22,770.7,1,Home,UPI,App,15,low_engagement,Ahmedabad,Delhi,2025-01-06
T007005,C0497,2025-04-22,2718.81,3,Sports,Debit Card,App,15,low_engagement,Delhi,Gujarat,2025-01-20
T007840,C0015,2025-04-22,2391.99,2,Electronics,Credit Card,Web,10,repeat,Bengaluru,Gujarat,2025-02-25
T007855,C0640,2025-04-22,3252.71,1,Home,UPI,Store,25,repeat,Chennai,Maharashtra,2025-03-28
T007965,C0401,2025-04-22,6692.7,2,Sports,Wallet,Web,0,high_value,Pune,Gujarat,2025-04-06
T008044,C0788,2025-04-22,1875.17,1,Electronics,UPI,Store,25,repeat,Kolkata,Gujarat,2025-02-07
T008159,C0841,2025-04-22,7045.49,1,Electronics,UPI,Web,10,high_value,Pune,Tamil Nadu,2025-02-17
T008185,C0904,2025-04-22,1713.74,2,Home,UPI,Web,20,low_engagement,Ahmedabad,Karnataka,2025-03-22
T008213,C0439,2025-04-22,3309.44,1,Fashion,UPI,Web,10,low_engagement,Mumbai,Telangana,2025-02-19
T008344,C0732,2025-04-22,80.0,3,Beauty,Net Banking,Web,15,at_risk,Bengaluru,Karnataka,2025-02-09
T008759,C0280,2025-04-22,2434.34,2,Groceries,UPI,Web,5,low_engagement,Kolkata,Maharashtra,2025-03-21
T009405,C0396,2025-04-22,2428.03,2,Fashion,Net Banking,Web,20,at_risk,Chennai,Delhi,2025-04-10
T009672,C0900,2025-04-22,4012.39,1,Beauty,Wallet,App,10,high_value,Delhi,Gujarat,2025-04-15
T009919,C0068,2025-04-22,984.4,2,Fashion,Wallet,Web,10,at_risk,Ahmedabad,Tamil Nadu,2025-02-01
T009921,C0035,2025-04-22,1465.76,1,Groceries,Credit Card,App,20,at_risk,Pune,Telangana,2025-03-19
T010147,C0048,2025-04-22,754.1,1,Electronics,Net Banking,Web,0,low_engagement,Mumbai,Karnataka,2025-02-10
T011010,C0907,2025-04-22,2208.76,1,Groceries,Wallet,Web,15,at_risk,Mumbai,Telangana,2025-02-23
T011195,C0292,2025-04-22,4977.83,2,Groceries,UPI,Store,10,high_value,Hyderabad,West Bengal,2025-04-13
T011245,C0182,2025-04-22,4752.85,4,Electronics,Credit Card,Web,5,high_value,Hyderabad,Tamil Nadu,2025-04-15
T011433,C1027,2025-04-22,3273.28,1,Groceries,Credit Card,App,25,at_risk,Chennai,West Bengal,2025-04-06
T011742,C0404,2025-04-22,2966.82,1,Groceries,Wallet,Store,20,at_risk,Kolkata,Delhi,2025-03-22
T011855,C0009,2025-04-22,1642.84,1,Fashion,Credit Card,App,5,low_engagement,Mumbai,Tamil Nadu,2025-01-15
T012704,C1104,2025-04-22,755.44,2,Groceries,Wallet,App,15,at_risk,Pune,Telangana,2025-04-09
T013351,C1090,2025-04-22,4472.01,1,Electronics,Credit Card,App,20,repeat,Mumbai,Maharashtra,2025-02-25
T014112,C0341,2025-04-22,2632.45,3,Home,UPI,Web,15,repeat,Mumbai,Tamil Nadu,2025-01-09
T000221,C0013,2025-04-23,1448.1,1,Beauty,Debit Card,Web,10,at_risk,Hyderabad,West Bengal,2025-03-16
T000455,C1177,2025-04-23,1332.62,1,Home,Credit Card,App,20,low_engagement,Kolkata,Delhi,2025-01-22
T000859,C0279,2025-04-23,1753.74,1,Home,UPI,Web,20,low_engagement,Bengaluru,West Bengal,2025-02-16
T001609,C0400,2025-04-23,601.01,3,Beauty,Wallet,Store,20,low_engagement,Delhi,Delhi,2025-01-05
T002121,C0286,2025-04-23,5282.94,1,Groceries,UPI,Store,5,high_value,Kolkata,Tamil Nadu,2025-04-02
T002171,C0958,2025-04-23,3233.8,3,Electronics,UPI,App,15,high_value,Ahmedabad,Delhi,2025-04-19
T002657,C0196,2025-04-23,4969.31,1,Electronics,UPI,App,10,repeat,Pune,Gujarat,2025-03-13
T003100,C0306,2025-04-23,1918.0,3,Beauty,UPI,Store,20,at_risk,Kolkata,Telangana,2025-01-12
T003489,C0855,2025-04-23,316.39,2,Electronics,UPI,Web,0,repeat,Delhi,Delhi,2025-02-14
T004537,C0811,2025-04-23,2137.96,2,Groceries,UPI,App,5,at_risk,Delhi,Gujarat,2025-04-15
T004577,C0388,2025-04-23,5517.46,1,Groceries,Credit Card,App,15,high_value,Kolkata,Gujarat,2025-02-13
T005689,C0749,2025-04-23,604.13,1,Electronics,Credit Card,Web,5,at_risk,Hyderabad,Delhi,2025-01-15
T006192,C0149,2025-04-23,2036.46,1,Electronics,UPI,Store,20,high_value,Kolkata,Tamil Nadu,2025-01-29
T007060,C0776,2025-04-23,4103.42,3,Home,Credit Card,Web,15,high_value,Chennai,West Bengal,2025-02-17
T007827,C0772,2025-04-23,2831.9,1,Home,UPI,App,5,at_risk,Ahmedabad,Tamil Nadu,2025-04-08
T008679,C0593,2025-04-23,1989.98,2,Fashion,Credit Card,Store,0,repeat,Kolkata,Maharashtra,2025-03-21
T008886,C1037,2025-04-23,2885.01,3,Electronics,Wallet,App,0,repeat,Delhi,West Bengal,2025-03-16
T009681,C0092,2025-04-23,80.0,1,Beauty,UPI,App,15,low_engagement,Kolkata,West Bengal,2025-01-07
T009759,C0722,2025-04-23,1932.86,2,Fashion,Debit Card,Store,10,repeat,Bengaluru,Tamil Nadu,2025-03-03
T010023,C0618,2025-04-23,2301.69,2,Fashion,Debit Card,Store,0,repeat,Mumbai,Tamil Nadu,2025-02-13
T011242,C0229,2025-04-23,836.72,3,Groceries,UPI,Store,15,at_risk,Chennai,Maharashtra,2025-04-16
T011477,C0745,2025-04-23,3931.23,1,Sports,UPI,Web,20,repeat,Mumbai,Maharashtra,2025-03-23
T011965,C0445,2025-04-23,2102.72,2,Fashion,Credit Card,App,20,at_risk,Kolkata,Maharashtra,2025-01-23
T012145,C0975,2025-04-23,7191.63,2,Groceries,Wallet,Web,10,high_value,Pune,Maharashtra,2025-04-21
T012170,C0113,2025-04-23,2205.61,3,Groceries,UPI,Store,20,at_risk,Bengaluru,Gujarat,2025-04-19
T012516,C0071,2025-04-23,1760.91,1,Home,Debit Card,Web,10,low_engagement,Mumbai,Gujarat,2025-03-25
T012763,C0776,2025-04-23,3517.9,1,Beauty,Net Banking,Web,5,high_value,Chennai,West Bengal,2025-02-17
T013411,C1161,2025-04-23,2896.65,1,Electronics,UPI,App,25,at_risk,Delhi,West Bengal,2025-03-24
T013474,C0356,2025-04-23,1227.84,2,Fashion,UPI,Store,5,low_engagement,Pune,West Bengal,2025-03-27
T013638,C0193,2025-04-23,1619.26,1,Groceries,Credit Card,Web,5,at_risk,Kolkata,Tamil Nadu,2025-04-20
T014050,C0220,2025-04-23,1178.3,1,Home,UPI,Web,25,at_risk,Kolkata,Delhi,2025-04-04
T014210,C1073,2025-04-23,6336.18,2,Fashion,UPI,Web,15,high_value,Bengaluru,Delhi,2025-03-12
T014499,C0865,2025-04-23,5435.03,1,Groceries,Credit Card,Web,20,repeat,Pune,Gujarat,2025-03-05
T000098,C0339,2025-04-24,3762.55,1,Home,UPI,App,0,repeat,Mumbai,Karnataka,2025-01-31
T000270,C0456,2025-04-24,1504.54,2,Home,Net Banking,App,10,repeat,Hyderabad,Gujarat,2025-04-13
T000777,C0823,2025-04-24,3837.63,2,Beauty,UPI,App,25,repeat,Pune,Tamil Nadu,2025-04-08
T001158,C0685,2025-04-24,1464.32,1,Fashion,UPI,Store,5,at_risk,Pune,West Bengal,2025-01-21
T001252,C0126,2025-04-24,2906.38,2,Beauty,Credit Card,App,15,repeat,Delhi,Karnataka,2025-03-15
T001295,C0079,2025-04-24,5225.58,1,Groceries,Credit Card,App,0,repeat,Bengaluru,Tamil Nadu,2025-01-13
T001654,C0263,2025-04-24,5405.53,1,Fashion,Debit Card,Store,20,high_value,Pune,Delhi,2025-01-08
T001796,C0336,2025-04-24,5669.09,1,Electronics,Wallet,Store,10,high_value,Delhi,Gujarat,2025-03-24
T001806,C0822,2025-04-24,8636.97,4,Home,Net Banking,Web,15,high_value,Bengaluru,Delhi,2025-04-09
T001876,C0494,2025-04-24,4158.95,1,Groceries,UPI,App,20,repeat,Kolkata,Gujarat,2025-03-16
T002203,C0776,2025-04-24,2984.3,3,Electronics,Credit Card,Web,5,high_value,Chennai,West Bengal,2025-02-17
T002761,C0953,2025-04-24,4868.8,2,Electronics,UPI,Store,20,high_value,Kolkata,Delhi,2025-04-11
T002807,C0609,2025-04-24,1331.5,2,Fashion,Wallet,Store,20,low_engagement,Chennai,Maharashtra,2025-02-28
T002824,C1010,2025-04-24,4028.21,3,Home,UPI,Web,0,repeat,Chennai,Karnataka,2025-04-18
T002831,C0340,2025-04-24,3385.06,4,Fashion,Credit Card,Web,5,high_value,Delhi,West Bengal,2025-03-14
T003421,C0344,2025-04-24,3183.27,2,Home,Wallet,App,0,repeat,Pune,Tamil Nadu,2025-03-21
T003757,C0836,2025-04-24,2355.18,2,Sports,UPI,App,5,repeat,Chennai,West Bengal,2025-01-11
T003784,C0228,2025-04-24,2570.05,1,Sports,Credit Card,Store,15,repeat,Ahmedabad,Gujarat,2025-02-13
T004942,C0214,2025-04-24,5461.55,1,Groceries,UPI,Web,15,repeat,Delhi,Delhi,2025-04-20
T005026,C0373,2025-04-24,5810.45,3,Beauty,UPI,Web,0,high_value,Kolkata,Karnataka,2025-04-03
T005545,C1010,2025-04-24,3660.78,2,Fashion,UPI,App,10,repeat,Chennai,Karnataka,2025-04-18
T005701,C0879,2025-04-24,5376.34,2,Electronics,Credit Card,Web,0,high_value,Mumbai,Delhi,2025-03-07
T005832,C0257,2025-04-24,1454.76,2,Electronics,Credit Card,App,5,at_risk,Ahmedabad,West Bengal,2025-03-01
T006018,C1080,2025-04-24,3743.66,2,Groceries,Debit Card,Web,25,at_risk,Ahmedabad,Tamil Nadu,2025-04-01
T006204,C0748,2025-04-24,1345.63,1,Home,Credit Card,Web,10,low_engagement,Bengaluru,West Bengal,2025-03-17
T007047,C1096,2025-04-24,5001.22,2,Groceries,UPI,App,20,high_value,Chennai,Karnataka,2025-03-19
T007523,C1019,2025-04-24,80.0,2,Electronics,UPI,App,10,at_risk,Hyderabad,West Bengal,2025-02-23
T007646,C0362,2025-04-24,2222.33,1,Fashion,Wallet,Web,10,low_engagement,Kolkata,Maharashtra,2025-03-06
T008305,C0202,2025-04-24,8650.5,3,Fashion,UPI,App,20,high_value,Hyderabad,Delhi,2025-02-12
T008491,C0198,2025-04-24,1446.25,1,Groceries,UPI,Web,20,at_risk,Mumbai,West Bengal,2025-04-03
T008736,C1101,2025-04-24,4992.41,2,Sports,Credit Card,Web,15,high_value,Hyderabad,Telangana,2025-04-13
T009044,C1082,2025-04-24,3684.58,2,Groceries,Debit Card,Store,20,high_value,Hyderabad,West Bengal,2025-02-27
T009098,C0497,2025-04-24,1441.67,2,Electronics,Wallet,Store,20,low_engagement,Delhi,Gujarat,2025-01-20
T009114,C0724,2025-04-24,838.1,1,Sports,Net Banking,App,10,low_engagement,Bengaluru,Gujarat,2025-01-09
T009316,C0811,2025-04-24,1891.0,3,Fashion,UPI,App,5,at_risk,Delhi,Gujarat,2025-04-15
T009481,C1028,2025-04-24,2114.31,1,Groceries,Credit Card,Store,20,at_risk,Mumbai,West Bengal,2025-01-21
T009692,C0928,2025-04-24,80.0,3,Beauty,Debit Card,Store,15,low_engagement,Ahmedabad,West Bengal,2025-01-27
T010490,C1165,2025-04-24,3830.35,4,Groceries,UPI,App,20,high_value,Pune,Gujarat,2025-01-04
T010578,C0419,2025-04-24,448.87,2,Fashion,Debit Card,Store,20,low_engagement,Mumbai,Delhi,2025-02-24
T010797,C0141,2025-04-24,2056.66,1,Groceries,Credit Card,App,5,at_risk,Kolkata,Delhi,2025-01-29
T011319,C0851,2025-04-24,5622.36,1,Beauty,UPI,Web,25,high_value,Hyderabad,West Bengal,2025-02-16
T011690,C0688,2025-04-24,1677.47,3,Electronics,Credit Card,Store,0,repeat,Ahmedabad,Delhi,2025-03-14
T013389,C0935,2025-04-24,6695.47,2,Fashion,Debit Card,Web,10,high_value,Pune,West Bengal,2025-01-29
T013500,C0089,2025-04-24,1116.25,3,Beauty,UPI,App,25,at_risk,Hyderabad,Karnataka,2025-03-15
T013666,C0822,2025-04-24,200.0,3,Fashion,Debit Card,Web,0,high_value,Bengaluru,Delhi,2025-04-09
T000319,C0920,2025-04-25,7216.12,1,Groceries,UPI,Web,10,high_value,Kolkata,Gujarat,2025-04-03
T000363,C0630,2025-04-25,2841.87,2,Beauty,UPI,Store,20,repeat,Kolkata,Delhi,2025-02-17
T000599,C0509,2025-04-25,2331.25,1,Sports,Net Banking,Store,20,at_risk,Bengaluru,Telangana,2025-01-26
T000721,C1135,2025-04-25,1020.48,2,Beauty,Net Banking,Web,5,low_engagement,Kolkata,Delhi,2025-02-28
T002256,C1159,2025-04-25,2070.6,2,Electronics,Wallet,App,10,at_risk,Bengaluru,Telangana,2025-04-10
T002351,C0357,2025-04-25,5188.57,3,Home,Credit Card,Web,20,high_value,Mumbai,Delhi,2025-02-24
T002388,C0873,2025-04-25,1772.3,3,Groceries,Wallet,App,15,low_engagement,Kolkata,Delhi,2025-03-08
T002619,C0830,2025-04-25,3004.94,1,Groceries,Debit Card,App,0,repeat,Bengaluru,Gujarat,2025-01-17
T002646,C0765,2025-04-25,5012.11,2,Beauty,UPI,App,20,high_value,Mumbai,Delhi,2025-04-05
T003000,C0201,2025-04-25,2184.64,1,Electronics,Debit Card,App,10,low_engagement,Bengaluru,Maharashtra,2025-02-13
T003001,C0117,2025-04-25,3370.48,3,Electronics,UPI,Web,5,at_risk,Pune,Maharashtra,2025-01-02
T003049,C1157,2025-04-25,5861.51,3,Fashion,Credit Card,Store,10,high_value,Kolkata,Maharashtra,2025-03-05
T003202,C0713,2025-04-25,3473.25,2,Home,UPI,App,5,repeat,Hyderabad,Tamil Nadu,2025-04-09
T003219,C0395,2025-04-25,2752.52,3,Groceries,UPI,App,5,repeat,Chennai,Telangana,2025-02-27
T003381,C0989,2025-04-25,3367.14,2,Electronics,UPI,App,15,repeat,Pune,Tamil Nadu,2025-02-02
T004000,C0368,2025-04-25,571.88,2,Groceries,Net Banking,App,20,at_risk,Kolkata,Telangana,2025-03-04
T004610,C0593,2025-04-25,1027.36,1,Electronics,Net Banking,Store,0,repeat,Kolkata,Maharashtra,2025-03-21
T005512,C0707,2025-04-25,1771.19,1,Home,Debit Card,App,5,repeat,Hyderabad,Delhi,2025-01-06
T005536,C0458,2025-04-25,3730.56,1,Fashion,Debit Card,App,5,repeat,Kolkata,Telangana,2025-01-13
T005562,C0983,2025-04-25,4979.59,3,Sports,UPI,Store,10,high_value,Pune,Karnataka,2025-02-27
T005637,C0791,2025-04-25,6236.99,4,Groceries,Debit Card,App,0,high_value,Kolkata,Maharashtra,2025-04-12
T005663,C0473,2025-04-25,6261.7,2,Electronics,UPI,Web,25,high_value,Ahmedabad,Delhi,2025-02-07
T006391,C0182,2025-04-25,4809.42,4,Fashion,Net Banking,Web,10,high_value,Hyderabad,Tamil Nadu,2025-04-15
T006710,C0730,2025-04-25,4680.56,1,Beauty,UPI,App,20,high_value,Chennai,West Bengal,2025-01-19
T007080,C0705,2025-04-25,4099.52,2,Fashion,Credit Card,Web,15,high_value,Ahmedabad,West Bengal,2025-02-24
T007475,C0643,2025-04-25,1154.37,2,Home,UPI,Web,20,repeat,Ahmedabad,Delhi,2025-01-15
T007881,C0226,2025-04-25,3098.0,2,Groceries,UPI,App,10,repeat,Pune,West Bengal,2025-03-25
T008174,C0914,2025-04-25,1905.47,1,Sports,Credit Card,Web,0,repeat,Pune,West Bengal,2025-03-23
T008263,C0810,2025-04-25,8024.4,1,Sports,Credit Card,Web,20,high_value,Bengaluru,Maharashtra,2025-03-09
T008843,C0165,2025-04-25,1249.61,1,Beauty,UPI,App,15,high_value,Chennai,West Bengal,2025-02-16
T008845,C0935,2025-04-25,4188.54,3,Fashion,Net Banking,Web,5,high_value,Pune,West Bengal,2025-01-29
T009810,C0229,2025-04-25,404.92,3,Groceries,Credit Card,Web,25,at_risk,Chennai,Maharashtra,2025-04-16
T010392,C0737,2025-04-25,3853.53,2,Electronics,Debit Card,Store,5,repeat,Kolkata,Telangana,2025-04-13
T010676,C0074,2025-04-25,1455.0,3,Electronics,Credit Card,Web,25,at_risk,Chennai,Maharashtra,2025-02-27
T010708,C0857,2025-04-25,7333.19,3,Beauty,UPI,Web,5,high_value,Hyderabad,West Bengal,2025-03-13
T010905,C0456,2025-04-25,1639.48,2,Home,UPI,Web,25,repeat,Hyderabad,Gujarat,2025-04-13
T011205,C0814,2025-04-25,1202.65,1,Electronics,UPI,Web,0,at_risk,Chennai,Delhi,2025-02-20
T011567,C0226,2025-04-25,331.26,1,Beauty,UPI,App,10,repeat,Pune,West Bengal,2025-03-25
T011856,C0581,2025-04-25,4123.8,3,Sports,UPI,App,5,repeat,Ahmedabad,Delhi,2025-01-23
T011908,C0644,2025-04-25,2580.74,1,Fashion,UPI,App,15,repeat,Delhi,Maharashtra,2025-04-09
T012274,C0645,2025-04-25,3805.79,2,Beauty,UPI,App,15,high_value,Kolkata,Maharashtra,2025-02-22
T012660,C0080,2025-04-25,5386.05,1,Beauty,Debit Card,Web,5,high_value,Pune,West Bengal,2025-04-25
T000016,C1058,2025-04-26,2037.65,1,Electronics,Credit Card,App,10,repeat,Chennai,Tamil Nadu,2025-04-03
T000202,C1135,2025-04-26,1934.92,1,Groceries,Net Banking,Web,10,low_engagement,Kolkata,Delhi,2025-02-28
T000456,C1085,2025-04-26,2541.48,1,Electronics,Debit Card,Web,5,at_risk,Chennai,West Bengal,2025-02-10
T000645,C0337,2025-04-26,602.74,1,Beauty,Credit Card,Web,25,at_risk,Pune,West Bengal,2025-03-30
T001185,C0032,2025-04-26,3602.91,1,Electronics,Credit Card,Store,0,high_value,Delhi,West Bengal,2025-02-22
T001404,C0832,2025-04-26,2791.12,2,Sports,Wallet,App,0,repeat,Ahmedabad,Tamil Nadu,2025-03-05
T001426,C0874,2025-04-26,2617.76,1,Beauty,UPI,App,0,repeat,Mumbai,Telangana,2025-01-25
T001741,C0354,2025-04-26,6455.84,2,Home,UPI,App,0,high_value,Delhi,Maharashtra,2025-04-02
T001868,C1030,2025-04-26,606.58,2,Sports,Credit Card,Store,20,at_risk,Mumbai,Gujarat,2025-03-27
T002216,C0220,2025-04-26,1772.83,2,Fashion,Credit Card,Web,10,at_risk,Kolkata,Delhi,2025-04-04
T002238,C0434,2025-04-26,4613.19,3,Groceries,Credit Card,App,5,high_value,Delhi,Gujarat,2025-03-27
T002403,C0487,2025-04-26,3878.87,1,Electronics,Debit Card,Web,0,high_value,Mumbai,Karnataka,2025-04-12
T002532,C1057,2025-04-26,3187.16,2,Electronics,Net Banking,App,15,low_engagement,Bengaluru,West Bengal,2025-03-29
T002553,C0080,2025-04-26,4936.89,2,Fashion,UPI,Web,5,high_value,Pune,West Bengal,2025-04-25
T003171,C0783,2025-04-26,2777.77,2,Sports,Credit Card,Web,15,repeat,Hyderabad,Karnataka,2025-01-19
T003413,C1101,2025-04-26,3967.58,1,Sports,UPI,Web,0,high_value,Hyderabad,Telangana,2025-04-13
T003562,C0660,2025-04-26,1991.92,3,Groceries,Debit Card,Store,15,low_engagement,Mumbai,Delhi,2025-01-22
T004149,C0519,2025-04-26,2003.12,1,Beauty,UPI,Web,20,at_risk,Kolkata,Delhi,2025-04-18
T004293,C0761,2025-04-26,7292.13,2,Groceries,Credit Card,Web,0,high_value,Ahmedabad,Tamil Nadu,2025-01-12
T004867,C0033,2025-04-26,6383.97,3,Home,Debit Card,Web,15,high_value,Hyderabad,Maharashtra,2025-01-03
T005565,C1042,2025-04-26,1206.07,1,Sports,UPI,App,0,low_engagement,Kolkata,Telangana,2025-02-28
T005647,C0975,2025-04-26,6929.09,4,Beauty,UPI,Web,5,high_value,Pune,Maharashtra,2025-04-21
T006063,C0320,2025-04-26,3453.07,3,Electronics,Wallet,Store,10,repeat,Ahmedabad,Gujarat,2025-04-20
T006247,C0142,2025-04-26,1748.75,1,Groceries,Net Banking,Web,15,repeat,Ahmedabad,Gujarat,2025-02-04
T006338,C1010,2025-04-26,3414.6,2,Beauty,Credit Card,Web,10,repeat,Chennai,Karnataka,2025-04-18
T006518,C0496,2025-04-26,5365.12,2,Electronics,Credit Card,App,0,repeat,Mumbai,Gujarat,2025-01-17
T006549,C0579,2025-04-26,3761.47,2,Home,Net Banking,App,10,repeat,Hyderabad,Gujarat,2025-02-11
T006580,C0817,2025-04-26,2167.44,3,Groceries,Credit Card,Web,25,low_engagement,Mumbai,West Bengal,2025-03-26
T006747,C1123,2025-04-26,1454.1,3,Home,UPI,Web,15,at_risk,Kolkata,Tamil Nadu,2025-02-07
T007473,C0920,2025-04-26,6103.12,1,Fashion,Credit Card,App,20,high_value,Kolkata,Gujarat,2025-04-03
T008142,C1044,2025-04-26,1317.2,1,Groceries,UPI,Store,20,low_engagement,Bengaluru,Delhi,2025-03-30
