customer_id,last_purchase_date,first_purchase_date,total_transactions,total_spend,avg_order_value,active_months,quantity_total,discount_usage_rate,days_since_last_purchase,customer_lifespan_days,churn_label,clv_proxy,transactions_last_90_days,spend_last_90_days,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,segment
C0159,2025-12-12,2025-04-28,15,41655.19,2777.012666666667,9,28,9.666666666666666,19,228,0,31241.39,5.0,18302.65,19,15,41655.19,3,3,3,333,High-Value
C0160,2025-11-04,2025-04-02,10,17178.38,1717.8380000000002,6,18,15.5,57,216,0,8589.19,2.0,4995.67,57,10,17178.38,1,2,2,122,At-Risk
C0161,2025-11-03,2025-03-26,8,28044.7,3505.5875,6,18,8.125,58,222,0,14022.35,3.0,11203.380000000001,58,8,28044.7,1,2,3,123,Low-Engagement
C0162,2025-09-03,2025-04-09,6,9148.47,1524.745,5,12,14.166666666666666,119,147,1,3811.86,0.0,0.0,119,6,9148.47,1,1,1,111,At-Risk
C0163,2025-12-18,2025-02-23,9,14366.59,1596.2877777777778,8,15,17.22222222222222,13,298,0,9577.73,3.0,3797.63,13,9,14366.59,3,2,2,322,Repeat
C0164,2025-12-19,2025-04-03,4,4553.89,1138.4725,4,7,8.75,12,260,0,1517.96,2.0,3319.8900000000003,12,4,4553.89,3,1,1,311,Low-Engagement
C0165,2025-12-25,2025-03-22,25,143989.05,5759.562,10,56,10.2,6,278,0,119990.88,5.0,30367.26,6,25,143989.05,4,4,4,444,High-Value
C0166,2025-10-25,2025-03-27,6,12924.83,2154.1383333333333,6,6,9.166666666666666,67,212,0,6462.42,1.0,2016.26,67,6,12924.83,1,1,2,112,At-Risk
C0167,2025-11-25,2025-04-11,8,23514.76,2939.345,5,16,8.75,36,228,0,9797.82,2.0,5596.860000000001,36,8,23514.76,2,2,3,223,Low-Engagement
C0168,2025-12-31,2025-02-15,21,57597.51,2742.7385714285715,10,36,13.571428571428571,0,319,0,47997.92,4.0,9484.39,0,21,57597.51,4,4,4,444,High-Value
C0169,2025-12-12,2025-02-01,14,79446.08,5674.72,7,32,7.857142857142857,19,314,0,46343.55,3.0,19385.97,19,14,79446.08,3,3,4,334,High-Value
C0170,2025-11-28,2025-03-14,8,14303.13,1787.89125,6,13,13.125,33,259,0,7151.56,2.0,4599.02,33,8,14303.13,2,2,2,222,At-Risk
C0171,2025-10-05,2025-04-26,6,6416.15,1069.3583333333333,5,11,15.833333333333334,87,162,0,2673.4,1.0,675.02,87,6,6416.15,1,1,1,111,At-Risk
C0172,2025-11-29,2025-05-01,19,92790.67,4883.71947368421,7,33,5.7894736842105265,32,212,0,54127.89,4.0,15477.1,32,19,92790.67,2,4,4,244,Low-Engagement
C0173,2025-12-04,2025-04-10,4,5413.110000000001,1353.2775000000001,4,5,10.0,27,238,0,1804.37,2.0,1589.24,27,4,5413.11,2,1,1,211,At-Risk
C0174,2025-12-22,2025-03-18,19,54227.58,2854.083157894737,8,32,10.526315789473685,9,279,0,36151.72,6.0,16605.02,9,19,54227.58,3,4,4,344,High-Value
C0175,2025-12-13,2025-03-31,10,16959.67,1695.9669999999999,7,18,12.5,18,257,0,9893.14,5.0,8396.14,18,10,16959.67,3,2,2,322,Repeat
C0176,2025-12-24,2025-03-16,27,150886.15,5588.375925925926,9,60,11.851851851851851,7,283,0,113164.61,8.0,38944.45,7,27,150886.15,4,4,4,444,High-Value
C0177,2025-09-03,2025-02-05,7,11561.57,1651.652857142857,6,10,10.0,119,210,1,5780.78,0.0,0.0,119,7,11561.57,1,1,1,111,At-Risk
C0178,2025-12-21,2025-03-11,14,34773.12,2483.7942857142857,7,28,5.714285714285714,10,285,0,20284.32,2.0,7144.17,10,14,34773.12,3,3,3,333,High-Value
C0179,2025-10-30,2025-05-21,6,11894.06,1982.3433333333332,3,11,9.166666666666666,62,162,0,2973.52,3.0,5479.74,62,6,11894.06,1,1,1,111,At-Risk
C0180,2025-12-02,2025-04-30,25,139530.66,5581.2264000000005,9,48,12.6,29,216,0,104648.0,8.0,40126.05,29,25,139530.66,2,4,4,244,Low-Engagement
C0181,2025-12-30,2025-04-30,19,53438.68,2812.5621052631577,9,34,10.263157894736842,1,244,0,40079.01,6.0,21867.28,1,19,53438.68,4,4,4,444,High-Value
C0182,2025-12-31,2025-04-22,17,92077.87,5416.3452941176465,9,37,12.941176470588236,0,253,0,69058.4,4.0,18465.16,0,17,92077.87,4,4,4,444,High-Value
C0183,2025-10-03,2025-05-28,6,11929.720000000001,1988.2866666666669,5,10,12.5,89,128,0,4970.72,1.0,2970.26,89,6,11929.72,1,1,1,111,At-Risk
C0184,2025-11-15,2025-04-18,9,16773.81,1863.756666666667,6,16,11.666666666666666,46,211,0,8386.91,4.0,7269.59,46,9,16773.81,1,2,2,122,At-Risk
C0185,2025-12-19,2025-04-04,11,29818.93,2710.811818181818,7,21,9.545454545454545,12,259,0,17394.38,3.0,7924.88,12,11,29818.93,3,2,3,323,Repeat
C0186,2025-12-23,2025-02-16,7,14564.26,2080.6085714285714,5,11,10.0,8,310,0,6068.44,1.0,1325.88,8,7,14564.26,3,1,2,312,Low-Engagement
C0187,2025-12-23,2025-03-18,4,7075.34,1768.835,4,5,15.0,8,280,0,2358.45,1.0,2357.05,8,4,7075.34,3,1,1,311,Low-Engagement
C0188,2025-07-04,2025-03-06,6,6129.17,1021.5283333333333,4,9,15.833333333333334,180,120,1,2043.06,0.0,0.0,180,6,6129.17,1,1,1,111,At-Risk
C0189,2025-08-20,2025-03-31,6,9776.33,1629.3883333333333,5,11,18.333333333333332,133,142,1,4073.47,0.0,0.0,133,6,9776.33,1,1,1,111,At-Risk
C0190,2025-12-01,2025-04-17,13,38256.99,2942.8453846153843,8,23,10.384615384615385,30,228,0,25504.66,3.0,8909.09,30,13,38256.99,2,3,3,233,Low-Engagement
C0191,2025-12-16,2025-02-16,17,83668.65,4921.685294117647,9,35,10.882352941176471,15,303,0,62751.49,8.0,38201.229999999996,15,17,83668.65,3,4,4,344,High-Value
C0192,2025-07-29,2025-01-11,10,19676.21,1967.6209999999999,5,15,11.5,155,199,1,8198.42,0.0,0.0,155,10,19676.21,1,2,2,122,At-Risk
C0193,2025-11-21,2025-04-23,5,8104.7,1620.94,4,5,10.0,40,212,0,2701.57,2.0,2749.08,40,5,8104.7,2,1,1,211,At-Risk
C0194,2025-11-22,2025-05-09,4,7432.58,1858.145,3,5,13.75,39,197,0,1858.14,1.0,2099.03,39,4,7432.58,2,1,1,211,At-Risk
C0195,2025-12-09,2025-01-19,16,44344.840000000004,2771.5525000000002,10,29,9.0625,22,324,0,36954.03,4.0,11307.45,22,16,44344.84,2,4,3,243,Low-Engagement
C0196,2025-12-28,2025-04-20,16,54017.25,3376.078125,9,25,12.1875,3,252,0,40512.94,7.0,25121.38,3,16,54017.25,4,3,4,434,High-Value
C0197,2025-05-31,2025-05-11,2,2664.38,1332.19,1,3,7.5,214,20,1,222.03,0.0,0.0,214,2,2664.38,1,1,1,111,At-Risk
C0198,2025-09-16,2025-04-03,7,15331.17,2190.167142857143,4,8,15.714285714285714,106,166,1,5110.39,0.0,0.0,106,7,15331.17,1,1,2,112,At-Risk
C0199,2025-11-25,2025-02-09,5,8169.8099999999995,1633.962,4,9,15.0,36,289,0,2723.27,1.0,1930.29,36,5,8169.81,2,1,1,211,At-Risk
C0200,2025-10-14,2025-03-25,4,2879.5699999999997,719.8924999999999,3,7,18.75,78,203,0,719.89,2.0,688.52,78,4,2879.57,1,1,1,111,At-Risk
C0201,2025-12-07,2025-03-01,9,12567.6,1396.4,5,13,12.777777777777779,24,281,0,5236.5,1.0,985.02,24,9,12567.6,2,2,1,221,At-Risk
C0202,2025-12-18,2025-03-14,18,102896.52,5716.473333333333,9,40,10.833333333333334,13,279,0,77172.39,7.0,46807.78,13,18,102896.52,3,4,4,344,High-Value
C0203,2025-12-21,2025-04-17,25,151727.44,6069.0976,9,51,13.2,10,248,0,113795.58,9.0,49956.24,10,25,151727.44,3,4,4,344,High-Value
C0204,2025-12-27,2025-05-22,15,32098.07,2139.8713333333335,7,27,11.666666666666666,4,219,0,18723.87,4.0,8828.94,4,15,32098.07,4,3,3,433,High-Value
C0205,2025-12-21,2025-07-13,8,13627.78,1703.4725,4,14,14.375,10,161,0,4542.59,2.0,3514.62,10,8,13627.78,3,2,2,322,Repeat
C0206,2025-12-28,2025-04-22,28,162547.56,5805.2699999999995,9,57,10.357142857142858,3,250,0,121910.67,12.0,60791.43,3,28,162547.56,4,4,4,444,High-Value
C0207,2025-12-31,2025-02-21,15,78714.46,5247.630666666667,8,34,11.333333333333334,0,313,0,52476.31,4.0,24325.59,0,15,78714.46,4,3,4,434,High-Value
C0208,2025-11-22,2025-02-06,7,15153.099999999999,2164.7285714285713,5,11,12.142857142857142,39,289,0,6313.79,1.0,2305.14,39,7,15153.1,2,1,2,212,At-Risk
C0209,2025-12-13,2025-04-03,25,137413.51,5496.540400000001,9,54,12.6,18,254,0,103060.13,7.0,35493.71,18,25,137413.51,3,4,4,344,High-Value
C0210,2025-12-01,2025-04-09,21,121785.93,5799.33,9,45,7.619047619047619,30,236,0,91339.45,10.0,62158.36,30,21,121785.93,2,4,4,244,Low-Engagement
C0211,2025-12-17,2025-04-06,7,10734.77,1533.5385714285715,6,9,12.142857142857142,14,255,0,5367.38,4.0,3364.88,14,7,10734.77,3,1,1,311,Low-Engagement
C0212,2025-12-09,2025-06-28,6,10649.039999999999,1774.84,5,12,10.0,22,164,0,4437.1,4.0,7042.25,22,6,10649.04,2,1,1,211,At-Risk
C0213,2025-12-22,2025-05-10,9,18181.04,2020.1155555555556,6,10,15.0,9,226,0,9090.52,3.0,6402.610000000001,9,9,18181.04,3,2,2,322,Repeat
C0214,2025-12-19,2025-04-24,16,53288.01,3330.500625,9,26,11.25,12,239,0,39966.01,7.0,21841.04,12,16,53288.01,3,3,4,334,High-Value
C0215,2025-12-13,2025-04-21,12,20495.35,1707.9458333333332,7,25,13.333333333333334,18,236,0,11955.62,3.0,6158.68,18,12,20495.35,3,3,2,332,Repeat
C0216,2025-12-26,2025-01-23,23,54944.3,2388.8826086956524,10,32,11.956521739130435,5,337,0,45786.92,6.0,13392.3,5,23,54944.3,4,4,4,444,High-Value
C0217,2025-12-29,2025-02-07,13,31515.3,2424.253846153846,7,21,12.307692307692308,2,325,0,18383.92,5.0,13287.970000000001,2,13,31515.3,4,3,3,433,High-Value
C0218,2025-12-30,2025-02-11,8,11857.31,1482.16375,7,15,14.375,1,322,0,6916.76,2.0,4155.83,1,8,11857.31,4,2,1,421,Repeat
C0219,2025-11-12,2025-05-27,6,9620.25,1603.375,6,11,12.5,49,169,0,4810.12,2.0,2986.7799999999997,49,6,9620.25,1,1,1,111,At-Risk
C0220,2025-12-12,2025-04-23,13,23262.54,1789.426153846154,7,19,15.384615384615385,19,233,0,13569.82,2.0,4525.76,19,13,23262.54,3,3,3,333,High-Value
C0221,2025-12-25,2025-04-17,6,9950.48,1658.4133333333332,5,9,14.166666666666666,6,252,0,4146.03,3.0,5442.72,6,6,9950.48,4,1,1,411,Low-Engagement
C0222,2025-11-25,2025-02-16,7,12193.24,1741.8914285714286,5,11,15.0,36,282,0,5080.52,1.0,1297.33,36,7,12193.24,2,1,1,211,At-Risk
C0223,2025-12-26,2025-03-16,19,98897.16,5205.113684210526,9,44,13.947368421052632,5,285,0,74172.87,7.0,35529.8,5,19,98897.16,4,4,4,444,High-Value
C0224,2025-12-22,2025-05-19,14,40108.08,2864.862857142857,7,22,13.214285714285714,9,217,0,23396.38,7.0,21231.65,9,14,40108.08,3,3,3,333,High-Value
C0225,2025-12-08,2025-02-26,22,56515.79,2568.8995454545457,9,47,9.090909090909092,23,285,0,42386.84,8.0,17409.03,23,22,56515.79,2,4,4,244,Low-Engagement
C0226,2025-12-30,2025-04-04,24,62309.04,2596.21,8,40,10.0,1,270,0,41539.36,10.0,27802.239999999998,1,24,62309.04,4,4,4,444,High-Value
C0227,2025-10-11,2025-01-09,8,6407.9400000000005,800.9925000000001,5,12,8.75,81,275,0,2669.98,1.0,770.49,81,8,6407.94,1,2,1,121,At-Risk
C0228,2025-12-14,2025-03-01,15,47554.729999999996,3170.315333333333,9,24,11.666666666666666,17,288,0,35666.05,5.0,19338.04,17,15,47554.73,3,3,3,333,High-Value
C0229,2025-12-03,2025-04-18,14,21244.53,1517.4664285714284,7,27,15.357142857142858,28,229,0,12392.64,1.0,2994.3,28,14,21244.53,2,3,2,232,Low-Engagement
C0230,2025-12-12,2025-03-22,11,17567.34,1597.030909090909,8,15,14.090909090909092,19,265,0,11711.56,3.0,4342.2,19,11,17567.34,3,3,2,332,Repeat
C0231,2025-09-21,2025-05-22,8,14663.89,1832.98625,5,10,15.0,101,122,1,6109.95,0.0,0.0,101,8,14663.89,1,2,2,122,At-Risk
C0232,2025-12-20,2025-06-16,7,12935.72,1847.9599999999998,5,15,16.428571428571427,11,187,0,5389.88,2.0,3664.24,11,7,12935.72,3,1,2,312,Low-Engagement
C0233,2025-11-28,2025-04-03,7,11781.61,1683.087142857143,6,13,13.571428571428571,33,239,0,5890.8,1.0,1943.47,33,7,11781.61,2,1,1,211,At-Risk
C0234,2025-12-20,2025-04-04,15,39455.97,2630.398,8,27,10.0,11,260,0,26303.98,5.0,13940.11,11,15,39455.97,3,3,3,333,High-Value
C0235,2025-12-03,2025-02-25,20,57886.1,2894.305,10,35,11.0,28,281,0,48238.42,6.0,11619.52,28,20,57886.1,2,4,4,244,Low-Engagement
C0236,2025-11-29,2025-05-05,5,7351.57,1470.3139999999999,4,7,14.0,32,208,0,2450.52,3.0,3380.8,32,5,7351.57,2,1,1,211,At-Risk
C0237,2025-12-17,2025-04-13,17,46414.86,2730.2858823529414,8,30,9.411764705882353,14,248,0,30943.24,6.0,13170.84,14,17,46414.86,3,4,3,343,High-Value
C0238,2025-12-31,2025-02-21,22,144650.16999999998,6575.007727272727,10,46,10.227272727272727,0,313,0,120541.81,5.0,34554.87,0,22,144650.17,4,4,4,444,High-Value
C0239,2025-11-09,2025-06-07,8,8549.24,1068.655,4,11,13.125,52,155,0,2849.75,2.0,438.47,52,8,8549.24,1,2,1,121,At-Risk
C0240,2025-12-29,2025-04-05,18,84873.92,4715.217777777778,7,31,13.333333333333334,2,268,0,49509.79,7.0,34773.06,2,18,84873.92,4,4,4,444,High-Value
C0241,2025-11-23,2025-01-19,7,14851.619999999999,2121.66,5,12,15.0,38,308,0,6188.18,2.0,4466.42,38,7,14851.62,2,1,2,212,At-Risk
C0242,2025-12-08,2025-05-08,9,13099.36,1455.4844444444445,5,13,14.444444444444445,23,214,0,5458.07,2.0,3750.24,23,9,13099.36,2,2,2,222,At-Risk
C0243,2025-09-29,2025-06-22,4,6902.29,1725.5725,3,4,13.75,93,99,1,1725.57,0.0,0.0,93,4,6902.29,1,1,1,111,At-Risk
C0244,2025-12-14,2025-06-01,16,42803.42,2675.21375,7,24,13.4375,17,196,0,24968.66,5.0,15084.66,17,16,42803.42,3,4,3,343,High-Value
C0245,2025-12-09,2025-02-18,16,78800.64,4925.04,8,39,12.1875,22,294,0,52533.76,6.0,26641.3,22,16,78800.64,2,3,4,234,Low-Engagement
C0246,2025-11-20,2025-04-05,10,20316.11,2031.611,6,16,14.5,41,229,0,10158.06,1.0,3548.08,41,10,20316.11,2,2,2,222,At-Risk
C0247,2025-12-11,2025-02-15,17,56497.840000000004,3323.4023529411766,8,35,13.235294117647058,20,299,0,37665.23,5.0,22756.25,20,17,56497.84,3,4,4,344,High-Value
C0248,2025-11-24,2025-04-04,8,12567.56,1570.945,5,13,13.125,37,234,0,5236.48,3.0,4316.18,37,8,12567.56,2,2,1,221,At-Risk
C0249,2025-08-30,2025-03-15,5,10571.779999999999,2114.3559999999998,3,6,8.0,123,168,1,2642.94,0.0,0.0,123,5,10571.78,1,1,1,111,At-Risk
C0250,2025-12-25,2025-04-11,13,25340.52,1949.2707692307692,8,19,15.384615384615385,6,258,0,16893.68,3.0,7742.130000000001,6,13,25340.52,4,3,3,433,High-Value
C0251,2025-12-30,2025-03-06,18,44941.04,2496.7244444444445,9,29,11.38888888888889,1,299,0,33705.78,4.0,10340.76,1,18,44941.04,4,4,3,443,High-Value
C0252,2025-12-21,2025-02-08,16,40370.45,2523.153125,8,29,10.0,10,316,0,26913.63,6.0,18042.13,10,16,40370.45,3,4,3,343,High-Value
C0253,2025-10-02,2025-02-04,9,23711.83,2634.647777777778,7,15,15.0,90,240,0,13831.9,1.0,3356.59,90,9,23711.83,1,2,3,123,Low-Engagement
C0254,2025-12-24,2025-03-19,17,47820.71,2812.9829411764704,7,34,11.470588235294118,7,280,0,27895.41,5.0,19142.14,7,17,47820.71,4,4,3,443,High-Value
C0255,2025-12-28,2025-02-09,24,134072.31,5586.34625,9,52,14.375,3,322,0,100554.23,8.0,42270.47,3,24,134072.31,4,4,4,444,High-Value
C0256,2025-12-07,2025-06-18,6,8603.37,1433.8950000000002,4,11,10.0,24,172,0,2867.79,4.0,6929.950000000001,24,6,8603.37,2,1,1,211,At-Risk
C0257,2025-12-10,2025-04-10,7,12391.65,1770.2357142857143,6,10,17.142857142857142,21,244,0,6195.82,2.0,2604.05,21,7,12391.65,2,1,1,211,At-Risk
C0258,2025-09-14,2025-03-15,4,7025.790000000001,1756.4475000000002,3,6,15.0,108,183,1,1756.45,0.0,0.0,108,4,7025.79,1,1,1,111,At-Risk
C0259,2025-11-26,2025-03-12,8,13574.880000000001,1696.8600000000001,7,14,11.25,35,259,0,7918.68,1.0,1990.73,35,8,13574.88,2,2,2,222,At-Risk
C0260,2025-11-19,2025-05-25,21,116060.54000000001,5526.692380952381,7,45,10.476190476190476,42,178,0,67701.98,8.0,39507.73,42,21,116060.54,2,4,4,244,Low-Engagement
C0261,2025-12-21,2025-05-01,15,25822.85,1721.5233333333333,7,25,9.0,10,234,0,15063.33,6.0,12981.86,10,15,25822.85,3,3,3,333,High-Value
C0262,2025-12-03,2025-02-13,10,14179.99,1417.999,6,17,11.5,28,293,0,7090.0,1.0,452.84,28,10,14179.99,2,2,2,222,At-Risk
C0263,2025-12-28,2025-01-12,24,137370.1,5723.754166666667,10,58,10.625,3,350,0,114475.08,6.0,33043.77,3,24,137370.1,4,4,4,444,High-Value
C0264,2025-12-22,2025-04-02,8,18394.39,2299.29875,6,13,13.75,9,264,0,9197.2,3.0,5268.25,9,8,18394.39,3,2,2,322,Repeat
C0265,2025-08-28,2025-03-26,6,9185.82,1530.97,5,10,16.666666666666668,125,155,1,3827.42,0.0,0.0,125,6,9185.82,1,1,1,111,At-Risk
C0266,2025-09-23,2025-03-04,6,10162.54,1693.756666666667,3,8,10.833333333333334,99,203,1,2540.64,0.0,0.0,99,6,10162.54,1,1,1,111,At-Risk
C0267,2025-12-26,2025-04-06,4,8372.01,2093.0025,4,9,7.5,5,264,0,2790.67,1.0,2572.34,5,4,8372.01,4,1,1,411,Low-Engagement
C0268,2025-11-29,2025-02-07,5,6938.52,1387.7040000000002,4,6,7.0,32,295,0,2312.84,1.0,1437.67,32,5,6938.52,2,1,1,211,At-Risk
C0269,2025-11-25,2025-06-09,14,39622.72,2830.194285714286,5,23,9.285714285714286,36,169,0,16509.47,8.0,17063.78,36,14,39622.72,2,3,3,233,Low-Engagement
C0270,2025-12-30,2025-03-15,15,42008.64,2800.576,7,27,11.333333333333334,1,290,0,24505.04,4.0,12243.609999999999,1,15,42008.64,4,3,3,433,High-Value
C0271,2025-12-02,2025-03-04,6,11606.99,1934.4983333333332,4,12,14.166666666666666,29,273,0,3869.0,1.0,1413.01,29,6,11606.99,2,1,1,211,At-Risk
C0272,2025-09-16,2025-04-30,7,9963.109999999999,1423.3014285714285,5,13,17.857142857142858,106,139,1,4151.3,0.0,0.0,106,7,9963.11,1,1,1,111,At-Risk
C0273,2025-09-28,2025-04-11,10,17264.91,1726.491,6,18,14.5,94,170,1,8632.46,0.0,0.0,94,10,17264.91,1,2,2,122,At-Risk
C0274,2025-11-17,2025-03-28,6,13960.3,2326.7166666666667,5,9,16.666666666666668,44,234,0,5816.79,1.0,2527.83,44,6,13960.3,1,1,2,112,At-Risk
C0275,2025-06-08,2025-04-05,3,6544.95,2181.65,2,7,11.666666666666666,206,64,1,1090.82,0.0,0.0,206,3,6544.95,1,1,1,111,At-Risk
C0276,2025-08-19,2025-02-12,6,8715.91,1452.6516666666666,6,10,12.5,134,188,1,4357.96,0.0,0.0,134,6,8715.91,1,1,1,111,At-Risk
C0277,2025-12-28,2025-02-27,11,23282.83,2116.620909090909,7,20,15.909090909090908,3,304,0,13581.65,4.0,8796.54,3,11,23282.83,4,2,3,423,Repeat
C0278,2025-11-07,2025-03-26,5,9757.869999999999,1951.5739999999998,5,8,19.0,54,226,0,4065.78,1.0,2900.87,54,5,9757.87,1,1,1,111,At-Risk
C0279,2025-12-31,2025-04-18,8,11643.94,1455.4925,6,12,15.625,0,257,0,5821.97,2.0,1961.1699999999998,0,8,11643.94,4,2,1,421,Repeat
C0280,2025-10-01,2025-04-10,5,8322.56,1664.512,4,7,12.0,91,174,1,2774.19,0.0,0.0,91,5,8322.56,1,1,1,111,At-Risk
C0281,2025-11-17,2025-03-17,5,9130.050000000001,1826.0100000000002,4,6,10.0,44,245,0,3043.35,3.0,3591.51,44,5,9130.05,1,1,1,111,At-Risk
C0282,2025-12-14,2025-02-14,10,20552.190000000002,2055.219,8,16,13.5,17,303,0,13701.46,2.0,4939.57,17,10,20552.19,3,2,2,322,Repeat
C0283,2025-12-30,2025-02-12,12,29908.16,2492.346666666667,6,20,11.666666666666666,1,321,0,14954.08,5.0,13058.900000000001,1,12,29908.16,4,3,3,433,High-Value
C0284,2025-12-12,2025-04-02,17,93287.53,5487.501764705882,7,41,10.294117647058824,19,254,0,54417.73,7.0,38344.88,19,17,93287.53,3,4,4,344,High-Value
C0285,2025-12-25,2025-05-15,7,13100.2,1871.457142857143,5,13,11.428571428571429,6,224,0,5458.42,4.0,7801.370000000001,6,7,13100.2,4,1,2,412,Low-Engagement
C0286,2025-12-31,2025-04-05,26,131072.91,5041.265769230769,9,54,9.615384615384615,0,270,0,98304.68,12.0,68255.48,0,26,131072.91,4,4,4,444,High-Value
C0287,2025-12-27,2025-04-29,17,49111.6,2888.9176470588236,9,30,10.0,4,242,0,36833.7,8.0,23434.760000000002,4,17,49111.6,4,4,3,443,High-Value
C0288,2025-12-03,2025-04-21,9,17632.28,1959.142222222222,8,16,11.666666666666666,28,226,0,11754.85,2.0,3665.82,28,9,17632.28,2,2,2,222,At-Risk
C0289,2025-12-28,2025-05-14,10,26093.31,2609.331,5,16,10.0,3,228,0,10872.21,5.0,17924.81,3,10,26093.31,4,2,3,423,Repeat
C0290,2025-08-31,2025-01-25,4,4434.0599999999995,1108.5149999999999,4,7,8.75,122,218,1,1478.02,0.0,0.0,122,4,4434.06,1,1,1,111,At-Risk
C0291,2025-12-27,2025-02-22,17,113449.8,6673.517647058824,9,43,9.117647058823529,4,308,0,85087.35,7.0,55489.14,4,17,113449.8,4,4,4,444,High-Value
C0292,2025-12-31,2025-04-22,24,126684.09,5278.50375,9,55,10.208333333333334,0,253,0,95013.07,10.0,52921.97,0,24,126684.09,4,4,4,444,High-Value
C0293,2025-09-02,2025-05-10,4,11731.96,2932.99,3,8,20.0,120,115,1,2932.99,0.0,0.0,120,4,11731.96,1,1,1,111,At-Risk
C0294,2025-12-14,2025-02-26,5,16088.5,3217.7,4,10,17.0,17,291,0,5362.83,3.0,6965.67,17,5,16088.5,3,1,2,312,Low-Engagement
C0295,2025-12-20,2025-02-09,30,159727.22,5324.240666666667,11,58,9.0,11,314,0,146416.62,8.0,47367.77,11,30,159727.22,3,4,4,344,High-Value
C0296,2025-12-06,2025-01-26,10,10978.26,1097.826,7,16,16.0,25,314,0,6403.98,3.0,1612.18,25,10,10978.26,2,2,1,221,At-Risk
C0297,2025-12-15,2025-03-31,7,8332.71,1190.3871428571426,5,10,14.285714285714286,16,259,0,3471.96,1.0,1046.97,16,7,8332.71,3,2,1,321,Repeat
C0298,2025-11-30,2025-01-16,10,31138.16,3113.816,6,17,11.5,31,318,0,15569.08,2.0,5749.49,31,10,31138.16,2,2,3,223,Low-Engagement
C0299,2025-12-08,2025-03-21,12,17342.22,1445.1850000000002,8,19,11.666666666666666,23,262,0,11561.48,5.0,7426.72,23,12,17342.22,2,3,2,232,Low-Engagement
C0300,2025-12-27,2025-03-18,15,81169.61,5411.307333333333,7,34,7.333333333333333,4,284,0,47348.94,6.0,35685.67,4,15,81169.61,4,3,4,434,High-Value
C0301,2025-12-28,2025-02-09,17,103265.44,6074.437647058824,8,39,12.058823529411764,3,322,0,68843.63,7.0,48816.43,3,17,103265.44,4,4,4,444,High-Value
C0302,2025-12-26,2025-03-30,7,10056.300000000001,1436.6142857142859,6,11,15.714285714285714,5,271,0,5028.15,2.0,2732.18,5,7,10056.3,4,1,1,411,Low-Engagement
C0303,2025-04-12,2025-02-21,3,5248.46,1749.4866666666667,3,8,8.333333333333334,263,50,1,1312.12,0.0,0.0,263,3,5248.46,1,1,1,111,At-Risk
C0304,2025-10-25,2025-02-13,6,10253.810000000001,1708.9683333333335,4,11,10.833333333333334,67,254,0,3417.94,2.0,4161.91,67,6,10253.81,1,1,1,111,At-Risk
C0305,2025-12-13,2025-04-27,11,16025.91,1456.9009090909092,6,18,13.636363636363637,18,230,0,8012.96,5.0,7743.6,18,11,16025.91,3,3,2,332,Repeat
C0306,2025-11-30,2025-02-27,7,10177.95,1453.9928571428572,5,11,14.285714285714286,31,276,0,4240.81,2.0,2012.8400000000001,31,7,10177.95,2,1,1,211,At-Risk
C0307,2025-12-12,2025-04-07,11,18352.43,1668.4027272727274,6,17,13.181818181818182,19,249,0,9176.22,3.0,5785.15,19,11,18352.43,3,3,2,332,Repeat
C0308,2025-12-23,2025-02-17,13,35446.84,2726.68,7,20,11.923076923076923,8,309,0,20677.32,6.0,17332.67,8,13,35446.84,3,3,3,333,High-Value
C0309,2025-11-23,2025-04-04,14,23248.91,1660.6364285714285,7,25,15.0,38,233,0,13561.86,3.0,4641.26,38,14,23248.91,2,3,3,233,Low-Engagement
C0310,2025-12-31,2025-04-27,10,32098.38,3209.838,6,18,13.5,0,248,0,16049.19,3.0,11391.84,0,10,32098.38,4,2,3,423,Repeat
C0311,2025-12-06,2025-03-23,18,42363.86,2353.547777777778,9,27,11.944444444444445,25,258,0,31772.9,6.0,13468.72,25,18,42363.86,2,4,3,243,Low-Engagement
C0312,2025-10-23,2025-02-21,18,103863.21,5770.178333333333,8,39,9.722222222222221,69,244,0,69242.14,3.0,14629.689999999999,69,18,103863.21,1,4,4,144,Low-Engagement
C0313,2025-12-18,2025-02-17,14,72503.19,5178.799285714286,9,27,9.642857142857142,13,304,0,54377.39,4.0,24126.09,13,14,72503.19,3,3,4,334,High-Value
C0314,2025-12-18,2025-04-07,7,19463.0,2780.4285714285716,6,9,10.714285714285714,13,255,0,9731.5,2.0,3299.7700000000004,13,7,19463.0,3,1,2,312,Low-Engagement
C0315,2025-12-12,2025-03-31,8,13255.8,1656.975,8,16,15.625,19,256,0,8837.2,1.0,80.0,19,8,13255.8,3,2,2,322,Repeat
C0316,2025-09-28,2025-05-31,5,5741.34,1148.268,4,9,9.0,94,120,1,1913.78,0.0,0.0,94,5,5741.34,1,1,1,111,At-Risk
C0317,2025-12-08,2025-02-06,8,27146.379999999997,3393.2974999999997,7,15,10.0,23,305,0,15835.39,3.0,12813.47,23,8,27146.38,2,2,3,223,Low-Engagement
C0318,2025-12-12,2025-03-08,22,121356.32,5516.196363636364,10,51,8.863636363636363,19,279,0,101130.27,6.0,38759.25,19,22,121356.32,3,4,4,344,High-Value
