customer_id,first_purchase_date,last_purchase_date,total_transactions,total_spend,avg_order_value,quantity_total,discount_usage_rate,active_months,customer_lifespan_days,days_since_last_purchase,churn_label,clv_proxy,transactions_last_90_days,spend_last_90_days
C0245,2025-02-18,2025-12-09,16,78800.64,4925.04,39,12.1875,8,294,22,0,52533.76,6,26641.3
C0246,2025-04-05,2025-11-20,10,20316.11,2031.61,16,14.5,6,229,41,0,10158.05,1,3548.08
C0247,2025-02-15,2025-12-11,17,56497.84,3323.4,35,13.2353,8,299,20,0,37665.2,5,22756.25
C0248,2025-04-04,2025-11-24,8,12567.56,1570.94,13,13.125,5,234,37,0,5236.47,3,4316.18
C0249,2025-03-15,2025-08-30,5,10571.78,2114.36,6,8.0,3,168,123,1,2642.95,0,0.0
C0250,2025-04-11,2025-12-25,13,25340.52,1949.27,19,15.3846,8,258,6,0,16893.67,3,7742.13
C0251,2025-03-06,2025-12-30,18,44941.04,2496.72,29,11.3889,9,299,1,0,33705.72,4,10340.76
C0252,2025-02-08,2025-12-21,16,40370.45,2523.15,29,10.0,8,316,10,0,26913.6,6,18042.13
C0253,2025-02-04,2025-10-02,9,23711.83,2634.65,15,15.0,7,240,90,0,13831.91,1,3356.59
C0254,2025-03-19,2025-12-24,17,47820.71,2812.98,34,11.4706,7,280,7,0,27895.39,5,19142.14
C0255,2025-02-09,2025-12-28,24,134072.31,5586.35,52,14.375,9,322,3,0,100554.3,8,42270.47
C0256,2025-06-18,2025-12-07,6,8603.37,1433.9,11,10.0,4,172,24,0,2867.8,4,6929.95
C0257,2025-04-10,2025-12-10,7,12391.65,1770.24,10,17.1429,6,244,21,0,6195.84,2,2604.05
C0258,2025-03-15,2025-09-14,4,7025.79,1756.45,6,15.0,3,183,108,1,1756.45,0,0.0
C0259,2025-03-12,2025-11-26,8,13574.88,1696.86,14,11.25,7,259,35,0,7918.68,1,1990.73
C0260,2025-05-25,2025-11-19,21,116060.54,5526.69,45,10.4762,7,178,42,0,67701.95,8,39507.73
C0261,2025-05-01,2025-12-21,15,25822.85,1721.52,25,9.0,7,234,10,0,15063.3,6,12981.86
C0262,2025-02-13,2025-12-03,10,14179.99,1418.0,17,11.5,6,293,28,0,7090.0,1,452.84
C0263,2025-01-12,2025-12-28,24,137370.1,5723.75,58,10.625,10,350,3,0,114475.0,6,33043.77
C0264,2025-04-02,2025-12-22,8,18394.39,2299.3,13,13.75,6,264,9,0,9197.2,3,5268.25
C0265,2025-03-26,2025-08-28,6,9185.82,1530.97,10,16.6667,5,155,125,1,3827.43,0,0.0
C0266,2025-03-04,2025-09-23,6,10162.54,1693.76,8,10.8333,3,203,99,1,2540.64,0,0.0
C0267,2025-04-06,2025-12-26,4,8372.01,2093.0,9,7.5,4,264,5,0,2790.67,1,2572.34
C0268,2025-02-07,2025-11-29,5,6938.52,1387.7,6,7.0,4,295,32,0,2312.83,1,1437.67
C0269,2025-06-09,2025-11-25,14,39622.72,2830.19,23,9.2857,5,169,36,0,16509.44,8,17063.78
C0270,2025-03-15,2025-12-30,15,42008.64,2800.58,27,11.3333,7,290,1,0,24505.08,4,12243.61
C0271,2025-03-04,2025-12-02,6,11606.99,1934.5,12,14.1667,4,273,29,0,3869.0,1,1413.01
C0272,2025-04-30,2025-09-16,7,9963.11,1423.3,13,17.8571,5,139,106,1,4151.29,0,0.0
C0273,2025-04-11,2025-09-28,10,17264.91,1726.49,18,14.5,6,170,94,1,8632.45,0,0.0
C0274,2025-03-28,2025-11-17,6,13960.3,2326.72,9,16.6667,5,234,44,0,5816.8,1,2527.83
C0275,2025-04-05,2025-06-08,3,6544.95,2181.65,7,11.6667,2,64,206,1,1090.83,0,0.0
C0276,2025-02-12,2025-08-19,6,8715.91,1452.65,10,12.5,6,188,134,1,4357.95,0,0.0
C0277,2025-02-27,2025-12-28,11,23282.83,2116.62,20,15.9091,7,304,3,0,13581.65,4,8796.54
C0278,2025-03-26,2025-11-07,5,9757.87,1951.57,8,19.0,5,226,54,0,4065.77,1,2900.87
C0279,2025-04-18,2025-12-31,8,11643.94,1455.49,12,15.625,6,257,0,0,5821.96,2,1961.17
C0280,2025-04-10,2025-10-01,5,8322.56,1664.51,7,12.0,4,174,91,1,2774.18,0,0.0
C0281,2025-03-17,2025-11-17,5,9130.05,1826.01,6,10.0,4,245,44,0,3043.35,3,3591.51
C0282,2025-02-14,2025-12-14,10,20552.19,2055.22,16,13.5,8,303,17,0,13701.47,2,4939.57
C0283,2025-02-12,2025-12-30,12,29908.16,2492.35,20,11.6667,6,321,1,0,14954.1,5,13058.9
C0284,2025-04-02,2025-12-12,17,93287.53,5487.5,41,10.2941,7,254,19,0,54417.71,7,38344.88
C0285,2025-05-15,2025-12-25,7,13100.2,1871.46,13,11.4286,5,224,6,0,5458.43,4,7801.37
C0286,2025-04-05,2025-12-31,26,131072.91,5041.27,54,9.6154,9,270,0,0,98304.77,12,68255.48
C0287,2025-04-29,2025-12-27,17,49111.6,2888.92,30,10.0,9,242,4,0,36833.73,8,23434.76
C0288,2025-04-21,2025-12-03,9,17632.28,1959.14,16,11.6667,8,226,28,0,11754.84,2,3665.82
C0289,2025-05-14,2025-12-28,10,26093.31,2609.33,16,10.0,5,228,3,0,10872.21,5,17924.81
C0290,2025-01-25,2025-08-31,4,4434.06,1108.52,7,8.75,4,218,122,1,1478.03,0,0.0
C0291,2025-02-22,2025-12-27,17,113449.8,6673.52,43,9.1176,9,308,4,0,85087.38,7,55489.14
C0292,2025-04-22,2025-12-31,24,126684.09,5278.5,55,10.2083,9,253,0,0,95013.0,10,52921.97
C0293,2025-05-10,2025-09-02,4,11731.96,2932.99,8,20.0,3,115,120,1,2932.99,0,0.0
C0294,2025-02-26,2025-12-14,5,16088.5,3217.7,10,17.0,4,291,17,0,5362.83,3,6965.67
C0295,2025-02-09,2025-12-20,30,159727.22,5324.24,58,9.0,11,314,11,0,146416.6,8,47367.77
C0296,2025-01-26,2025-12-06,10,10978.26,1097.83,16,16.0,7,314,25,0,6404.01,3,1612.18
C0297,2025-03-31,2025-12-15,7,8332.71,1190.39,10,14.2857,5,259,16,0,3471.97,1,1046.97
C0298,2025-01-16,2025-11-30,10,31138.16,3113.82,17,11.5,6,318,31,0,15569.1,2,5749.49
C0299,2025-03-21,2025-12-08,12,17342.22,1445.19,19,11.6667,8,262,23,0,11561.52,5,7426.72
C0300,2025-03-18,2025-12-27,15,81169.61,5411.31,34,7.3333,7,284,4,0,47348.96,6,35685.67
C0301,2025-02-09,2025-12-28,17,103265.44,6074.44,39,12.0588,8,322,3,0,68843.65,7,48816.43
C0302,2025-03-30,2025-12-26,7,10056.3,1436.61,11,15.7143,6,271,5,0,5028.13,2,2732.18
C0303,2025-02-21,2025-04-12,3,5248.46,1749.49,8,8.3333,3,50,263,1,1312.12,0,0.0
C0304,2025-02-13,2025-10-25,6,10253.81,1708.97,11,10.8333,4,254,67,0,3417.94,2,4161.91
C0305,2025-04-27,2025-12-13,11,16025.91,1456.9,18,13.6364,6,230,18,0,8012.95,5,7743.6
C0306,2025-02-27,2025-11-30,7,10177.95,1453.99,11,14.2857,5,276,31,0,4240.8,2,2012.84
C0307,2025-04-07,2025-12-12,11,18352.43,1668.4,17,13.1818,6,249,19,0,9176.2,3,5785.15
C0308,2025-02-17,2025-12-23,13,35446.84,2726.68,20,11.9231,7,309,8,0,20677.32,6,17332.67
C0309,2025-04-04,2025-11-23,14,23248.91,1660.64,25,15.0,7,233,38,0,13561.89,3,4641.26
C0310,2025-04-27,2025-12-31,10,32098.38,3209.84,18,13.5,6,248,0,0,16049.2,3,11391.84
C0311,2025-03-23,2025-12-06,18,42363.86,2353.55,27,11.9444,9,258,25,0,31772.93,6,13468.72
C0312,2025-02-21,2025-10-23,18,103863.21,5770.18,39,9.7222,8,244,69,0,69242.16,3,14629.69
C0313,2025-02-17,2025-12-18,14,72503.19,5178.8,27,9.6429,9,304,13,0,54377.4,4,24126.09
C0314,2025-04-07,2025-12-18,7,19463.0,2780.43,9,10.7143,6,255,13,0,9731.5,2,3299.77
C0315,2025-03-31,2025-12-12,8,13255.8,1656.97,16,15.625,8,256,19,0,8837.17,1,80.0
C0316,2025-05-31,2025-09-28,5,5741.34,1148.27,9,9.0,4,120,94,1,1913.78,0,0.0
C0317,2025-02-06,2025-12-08,8,27146.38,3393.3,15,10.0,7,305,23,0,15835.4,3,12813.47
C0318,2025-03-08,2025-12-12,22,121356.32,5516.2,51,8.8636,10,279,19,0,101130.33,6,38759.25
C0319,2025-04-18,2025-12-16,20,104318.44,5215.92,45,9.25,7,242,15,0,60852.4,3,16229.34
C0320,2025-04-26,2025-12-21,15,50066.88,3337.79,29,13.3333,8,239,10,0,33377.9,6,18613.86
C0321,2025-07-08,2025-11-27,3,6340.92,2113.64,7,6.6667,3,142,34,0,1585.23,2,3682.19
C0322,2025-02-02,2025-12-08,8,12200.85,1525.11,11,10.625,5,309,23,0,5083.7,2,3242.72
C0323,2025-01-27,2025-09-06,6,9128.43,1521.4,11,11.6667,5,222,116,1,3803.5,0,0.0
C0324,2025-05-04,2025-12-22,15,39859.63,2657.31,25,9.0,7,232,9,0,23251.46,6,14332.34
C0325,2025-01-30,2025-12-31,7,14941.47,2134.5,13,10.7143,6,335,0,0,7470.75,2,2351.1
C0326,2025-02-12,2025-11-24,6,10403.95,1733.99,11,18.3333,6,285,37,0,5201.97,1,1425.88
C0327,2025-03-21,2025-12-19,8,12014.25,1501.78,12,15.625,7,273,12,0,7008.31,2,2815.04
C0328,2025-04-03,2025-12-09,12,17553.91,1462.83,18,11.25,8,250,22,0,11702.64,4,6873.87
C0329,2025-04-26,2025-12-21,17,45604.95,2682.64,35,10.0,9,239,10,0,34203.66,3,12531.63
C0330,2025-03-19,2025-11-01,5,15882.77,3176.55,8,10.0,5,227,60,0,6617.81,2,5929.3
C0331,2025-04-13,2025-12-20,12,30465.49,2538.79,21,9.1667,9,251,11,0,22849.11,5,14474.99
C0332,2025-01-21,2025-09-23,12,21185.16,1765.43,23,11.6667,8,245,99,1,14123.44,0,0.0
C0333,2025-03-09,2025-12-18,18,98226.19,5457.01,39,9.4444,9,284,13,0,73669.64,8,43303.94
C0334,2025-03-06,2025-12-13,19,96109.7,5058.41,42,10.2632,9,282,18,0,72082.34,6,28203.3
C0335,2025-02-25,2025-12-17,15,95110.26,6340.68,32,11.0,10,295,14,0,79258.5,3,18632.32
C0336,2025-04-06,2025-12-29,25,137204.62,5488.18,50,13.8,6,267,2,0,68602.25,8,38436.62
C0337,2025-04-26,2025-11-17,10,16630.62,1663.06,22,17.0,5,205,44,0,6929.42,4,6969.2
C0338,2025-04-17,2025-11-03,7,12665.33,1809.33,11,15.0,5,200,58,0,5277.21,1,1280.91
C0339,2025-03-01,2025-11-22,14,39599.47,2828.53,26,11.0714,7,266,39,0,23099.66,2,3889.69
C0340,2025-04-24,2025-12-24,14,65734.99,4695.36,32,10.7143,7,244,7,0,38345.44,3,12506.52
C0341,2025-02-18,2025-12-11,18,52830.35,2935.02,38,11.9444,10,296,20,0,44025.3,9,23613.42
C0342,2025-03-15,2025-12-31,20,50114.68,2505.73,38,10.75,10,291,0,0,41762.17,6,14579.73
C0343,2025-05-10,2025-12-23,18,96513.95,5361.89,37,11.6667,7,227,8,0,56299.85,7,40067.36
C0344,2025-03-25,2025-12-19,24,73833.11,3076.38,51,9.5833,9,269,12,0,55374.84,9,25863.85
C0345,2025-05-03,2025-12-03,8,20251.42,2531.43,15,8.125,5,214,28,0,8438.1,1,2700.61
C0346,2025-05-21,2025-12-16,5,9827.31,1965.46,9,12.0,5,209,15,0,4094.71,2,4727.12
C0347,2025-05-08,2025-10-12,12,18830.4,1569.2,15,11.6667,6,157,80,0,9415.2,2,3951.71
C0348,2025-03-05,2025-12-23,17,96548.89,5679.35,47,9.7059,9,293,8,0,72411.71,5,26995.75
C0349,2025-02-17,2025-12-21,13,44949.31,3457.64,25,10.3846,8,307,10,0,29966.21,4,16577.68
C0350,2025-05-01,2025-09-28,3,4725.08,1575.03,4,6.6667,2,150,94,1,787.51,0,0.0
C0351,2025-05-04,2025-12-23,10,10702.25,1070.22,20,13.5,5,233,8,0,4459.25,1,1159.44
C0352,2025-03-13,2025-07-22,11,17637.98,1603.45,19,13.6364,5,131,162,1,7349.15,0,0.0
C0353,2025-04-21,2025-12-27,8,12914.21,1614.28,11,10.0,4,250,4,0,4304.75,2,5607.46
C0354,2025-04-06,2025-12-06,20,112541.33,5627.07,46,9.75,8,244,25,0,75027.6,4,25015.46
C0355,2025-03-28,2025-12-23,18,96962.07,5386.78,39,7.5,7,270,8,0,56561.19,5,23252.5
C0356,2025-04-05,2025-08-31,7,14101.46,2014.49,11,12.8571,4,148,122,1,4700.48,0,0.0
C0357,2025-03-20,2025-11-27,21,122496.38,5833.16,53,11.6667,8,252,34,0,81664.24,6,30670.87
C0358,2025-05-03,2025-12-02,9,15327.15,1703.02,14,15.5556,6,213,29,0,7663.59,3,6093.2
C0359,2025-04-20,2025-10-16,6,10212.65,1702.11,10,10.8333,6,179,76,0,5106.33,1,3200.09
C0360,2025-02-12,2025-09-28,5,9331.91,1866.38,9,14.0,3,228,94,1,2332.98,0,0.0
C0361,2025-05-18,2025-12-24,10,30826.83,3082.68,14,9.5,6,220,7,0,15413.4,3,8023.9
C0362,2025-03-29,2025-12-09,8,13606.0,1700.75,16,13.125,8,255,22,0,9070.67,2,2128.72
C0363,2025-05-11,2025-12-13,13,35257.61,2712.12,25,10.0,7,216,18,0,20566.91,4,11628.18
C0364,2025-04-11,2025-11-21,9,15468.5,1718.72,16,12.7778,5,224,40,0,6445.2,2,1915.07
C0365,2025-04-12,2025-11-02,8,15811.0,1976.38,13,13.75,6,204,59,0,7905.52,3,5729.44
C0366,2025-03-19,2025-12-18,15,46810.19,3120.68,26,12.0,7,274,13,0,27305.95,6,19687.62
C0367,2025-06-21,2025-12-13,8,15309.36,1913.67,12,13.75,4,175,18,0,5103.12,3,4492.19
C0368,2025-03-27,2025-12-09,7,12543.92,1791.99,14,17.1429,5,257,22,0,5226.64,1,2876.89
C0369,2025-04-13,2025-12-06,14,40196.19,2871.16,23,11.0714,8,237,25,0,26797.49,3,9311.53
C0370,2025-03-11,2025-12-31,22,125437.52,5701.71,51,8.4091,10,295,0,0,104531.35,5,31714.94
C0371,2025-05-21,2025-12-10,15,91733.46,6115.56,35,7.0,8,203,21,0,61155.6,6,34235.81
C0372,2025-04-29,2025-12-27,20,113523.25,5676.16,39,10.0,8,242,4,0,75682.13,4,19247.67
C0373,2025-04-20,2025-12-29,24,125760.37,5240.02,47,9.1667,8,253,2,0,83840.32,10,51507.2
C0374,2025-05-04,2025-12-28,3,4581.9,1527.3,5,13.3333,2,238,3,0,763.65,2,2186.91
C0375,2025-02-16,2025-12-30,14,89641.79,6402.98,37,12.1429,8,317,1,0,59761.15,4,25036.6
C0376,2025-06-10,2025-12-31,17,59989.59,3528.8,31,8.8235,7,204,0,0,34993.93,6,20660.05
C0377,2025-05-04,2025-12-17,17,35905.7,2112.1,30,13.8235,6,227,14,0,17952.85,2,3636.09
C0378,2025-01-20,2025-11-03,19,106658.51,5613.61,41,12.3684,9,287,58,0,79993.94,3,16448.88
C0379,2025-03-07,2025-12-24,7,14176.77,2025.25,14,13.5714,6,292,7,0,7088.38,1,2758.99
C0380,2025-04-15,2025-12-18,7,27421.56,3917.37,16,12.1429,6,247,13,0,13710.8,3,12312.79
C0381,2025-04-04,2025-11-25,17,105313.55,6194.91,34,8.2353,7,235,36,0,61432.86,4,23718.19
C0382,2025-01-28,2025-11-25,8,16665.43,2083.18,14,12.5,6,301,36,0,8332.72,1,1558.12
C0383,2025-02-25,2025-11-22,8,15024.89,1878.11,11,15.625,6,270,39,0,7512.44,3,6229.39
C0384,2025-04-01,2025-11-22,6,11886.03,1981.0,9,19.1667,3,235,39,0,2971.5,1,2001.62
C0385,2025-05-22,2025-12-27,8,15442.27,1930.28,13,6.25,4,219,4,0,5147.41,2,3611.64
C0386,2025-03-28,2025-10-29,9,15342.49,1704.72,17,15.0,6,215,63,0,7671.24,1,1192.7
C0387,2025-04-09,2025-12-15,12,37547.94,3129.0,22,8.3333,7,250,16,0,21903.0,4,10539.11
C0388,2025-02-15,2025-12-26,21,122020.44,5810.5,42,12.8571,11,314,5,0,111852.13,7,41039.0
C0389,2025-06-09,2025-11-12,7,14261.54,2037.36,9,20.0,5,156,49,0,5942.3,3,7671.19
C0390,2025-03-13,2025-12-20,11,18851.31,1713.76,23,13.6364,7,282,11,0,10996.63,2,3496.14
C0391,2025-02-15,2025-12-22,11,20777.97,1888.91,16,14.5455,8,310,9,0,13852.01,3,6090.3
C0392,2025-04-13,2025-12-11,12,37873.55,3156.13,22,11.6667,9,242,20,0,28405.17,3,9589.1
C0393,2025-03-10,2025-11-26,15,38635.55,2575.7,30,12.3333,8,261,35,0,25757.0,4,9466.04
C0394,2025-04-06,2025-12-13,7,14851.49,2121.64,9,13.5714,5,251,18,0,6188.12,2,4860.47
C0395,2025-04-14,2025-12-23,16,47661.73,2978.86,32,12.5,8,253,8,0,31774.51,3,9209.53
C0396,2025-04-17,2025-12-25,10,20862.24,2086.22,17,16.0,6,252,6,0,10431.1,6,12487.62
C0397,2025-02-05,2025-09-11,6,12784.76,2130.79,6,12.5,5,218,111,1,5326.98,0,0.0
C0398,2025-05-10,2025-11-23,19,53888.65,2836.24,36,9.7368,6,197,38,0,26944.28,9,25827.22
C0399,2025-05-08,2025-11-07,5,7335.59,1467.12,7,10.0,5,183,54,0,3056.5,2,2750.07
C0400,2025-01-30,2025-12-18,7,10411.51,1487.36,13,19.2857,5,322,13,0,4338.13,1,1835.26
C0401,2025-04-22,2025-12-16,22,123076.02,5594.36,49,10.6818,7,238,15,0,71794.29,7,46066.09
C0402,2025-01-19,2025-11-20,14,28597.75,2042.7,24,16.0714,8,305,41,0,19065.2,1,2696.58
C0403,2025-04-08,2025-12-13,5,6498.08,1299.62,9,12.0,5,249,18,0,2707.54,2,3360.13
C0404,2025-04-09,2025-12-06,9,20023.94,2224.88,15,15.0,5,241,25,0,8343.3,1,2508.68
C0405,2025-04-20,2025-12-15,16,39313.23,2457.08,26,10.0,8,239,16,0,26208.85,6,13093.32
C0406,2025-03-12,2025-12-01,15,29663.1,1977.54,26,12.3333,9,264,30,0,22247.32,5,10225.2
C0407,2025-03-17,2025-12-26,17,43553.55,2561.97,32,10.5882,6,284,5,0,21776.74,1,1640.85
C0408,2025-03-11,2025-12-30,24,114370.88,4765.45,53,13.5417,10,294,1,0,95309.0,7,34923.52
C0409,2025-02-16,2025-12-06,9,17600.55,1955.62,15,10.5556,7,293,25,0,10267.0,1,1928.07
C0410,2025-05-09,2025-11-27,21,115038.32,5478.02,44,11.4286,7,202,34,0,67105.75,10,53643.92
C0411,2025-05-29,2025-12-28,17,53624.34,3154.37,34,10.8824,7,213,3,0,31280.84,7,22554.16
C0412,2025-03-17,2025-10-21,15,28609.48,1907.3,31,14.0,8,218,71,0,19073.0,2,2951.74
C0413,2025-05-03,2025-12-04,7,13115.43,1873.63,11,17.8571,5,215,27,0,5464.75,2,4185.12
C0414,2025-04-20,2025-12-31,6,9711.3,1618.55,7,13.3333,6,255,0,0,4855.65,1,1448.74
C0415,2025-08-27,2025-11-29,3,5349.07,1783.02,4,13.3333,3,94,32,0,1337.26,1,1327.54
C0416,2025-02-23,2025-11-25,20,54924.7,2746.23,39,10.75,8,275,36,0,36616.4,5,14704.81
C0417,2025-02-04,2025-12-11,12,29336.36,2444.7,21,8.75,8,310,20,0,19557.6,4,8887.47
C0418,2025-02-03,2025-12-06,15,40673.21,2711.55,25,11.0,8,306,25,0,27115.5,4,8294.67
C0419,2025-03-02,2025-09-25,11,14681.64,1334.69,17,12.2727,5,207,97,1,6117.33,0,0.0
C0420,2025-06-29,2025-12-26,8,15577.72,1947.22,10,9.375,4,180,5,0,5192.59,6,11066.21
C0421,2025-05-27,2025-11-03,6,9763.42,1627.24,8,13.3333,5,160,58,0,4068.1,2,2510.84
C0422,2025-05-24,2025-11-30,7,14038.91,2005.56,12,15.7143,4,190,31,0,4679.64,2,3318.41
C0423,2025-04-02,2025-12-31,19,91682.19,4825.38,48,10.2632,8,273,0,0,61121.48,6,29960.18
C0424,2025-03-18,2025-12-24,11,33293.27,3026.66,20,12.7273,9,281,7,0,24969.94,4,12594.23
C0425,2025-05-27,2025-12-25,21,112557.57,5359.88,37,10.0,8,212,6,0,75038.32,10,54839.25
C0426,2025-04-19,2025-11-02,5,5309.12,1061.82,7,10.0,4,197,59,0,1769.7,2,1632.37
C0427,2025-02-10,2025-12-25,16,39879.78,2492.49,30,10.625,9,318,6,0,29909.88,8,24179.6
C0428,2025-05-30,2025-12-28,9,16388.33,1820.93,16,12.7778,6,212,3,0,8194.18,3,5152.49
C0429,2025-02-05,2025-11-03,15,53507.99,3567.2,26,9.3333,9,271,58,0,40131.0,1,4249.09
C0430,2025-02-09,2025-11-15,17,95952.15,5644.24,39,10.0,9,279,46,0,71964.06,2,10134.23
C0431,2025-02-24,2025-12-03,19,104722.03,5511.69,37,13.4211,10,282,28,0,87268.42,4,21921.38
C0432,2025-01-16,2025-12-22,8,11707.75,1463.47,11,14.375,7,340,9,0,6829.53,2,3046.16
C0433,2025-04-06,2025-12-28,10,14600.99,1460.1,16,16.0,7,266,3,0,8517.25,4,7719.89
C0434,2025-04-26,2025-12-14,12,65234.11,5436.18,25,10.4167,7,232,17,0,38053.26,4,18450.25
C0435,2025-04-05,2025-12-12,26,147005.78,5654.07,50,8.8462,9,251,19,0,110254.37,6,40157.64
C0436,2025-01-29,2025-12-18,6,8413.49,1402.25,9,12.5,6,323,13,0,4206.75,1,1837.42
C0437,2025-01-19,2025-12-30,18,81230.26,4512.79,41,10.8333,9,345,1,0,60922.67,3,14036.03
C0438,2025-04-19,2025-09-30,7,16251.7,2321.67,13,19.2857,4,164,92,1,5417.23,0,0.0
C0439,2025-04-22,2025-12-05,4,8947.99,2237.0,5,6.25,4,227,26,0,2982.67,2,4218.64
C0440,2025-05-07,2025-12-29,21,110422.91,5258.23,48,12.1429,7,236,2,0,64413.32,9,48299.59
C0441,2025-02-14,2025-12-20,19,114931.18,6049.01,42,9.4737,9,309,11,0,86198.39,6,35052.72
C0442,2025-03-02,2025-11-01,5,12063.18,2412.64,12,17.0,4,244,60,0,4021.07,1,2233.27
C0443,2025-04-09,2025-12-21,22,63567.96,2889.45,34,11.5909,9,256,10,0,47675.92,9,26434.89
C0444,2025-03-17,2025-12-27,15,45570.89,3038.06,28,10.0,9,285,4,0,34178.18,5,17147.87
C0445,2025-01-25,2025-08-31,14,25204.22,1800.3,28,14.6429,7,218,122,1,14702.45,0,0.0
C0446,2025-03-27,2025-12-08,12,23991.74,1999.31,19,13.3333,8,256,23,0,15994.48,1,2616.64
C0447,2025-01-25,2025-04-17,10,15361.23,1536.12,17,14.0,4,82,258,1,5120.4,0,0.0
C0448,2025-08-03,2025-11-23,8,9319.85,1164.98,12,16.875,3,112,38,0,2329.96,5,4674.89
C0449,2025-02-28,2025-12-26,15,39257.7,2617.18,28,15.3333,9,301,5,0,29443.27,5,10424.59
C0450,2025-01-07,2025-12-30,18,94328.45,5240.47,39,12.5,10,357,1,0,78607.05,4,23475.72
C0451,2025-01-07,2025-11-07,7,6533.93,933.42,10,15.0,5,304,54,0,2722.47,1,1566.18
C0452,2025-04-15,2025-11-08,10,17569.99,1757.0,11,14.5,7,207,53,0,10249.17,2,2070.96
C0453,2025-07-23,2025-12-05,5,18032.67,3606.53,7,8.0,4,135,26,0,6010.88,1,2438.24
C0454,2025-04-29,2025-09-16,6,10504.0,1750.67,10,11.6667,5,140,106,1,4376.68,0,0.0
C0455,2025-01-31,2025-12-31,19,97240.13,5117.9,39,12.8947,9,334,0,0,72930.07,8,36578.61
C0456,2025-04-24,2025-12-27,10,25788.71,2578.87,21,13.5,8,247,4,0,17192.47,2,2435.04
C0457,2025-03-12,2025-12-17,9,44368.58,4929.84,16,11.6667,7,280,14,0,25881.66,4,13329.99
C0458,2025-01-18,2025-12-17,12,35823.4,2985.28,21,8.3333,11,333,14,0,32838.08,4,12061.99
C0459,2025-02-07,2025-12-06,16,80922.52,5057.66,33,11.5625,7,302,25,0,47204.83,3,13616.46
C0460,2025-03-31,2025-12-31,24,122296.32,5095.68,50,8.75,10,275,0,0,101913.6,9,48511.83
C0461,2025-01-15,2025-12-19,16,85793.2,5362.07,35,12.1875,7,338,12,0,50045.99,2,11703.88
C0462,2025-02-02,2025-10-15,6,7389.6,1231.6,8,13.3333,3,255,77,0,1847.4,2,852.16
C0463,2025-03-24,2025-12-10,6,5581.03,930.17,12,14.1667,4,261,21,0,1860.34,1,730.14
C0464,2025-05-01,2025-12-18,7,7601.14,1085.88,12,10.0,4,231,13,0,2533.72,3,5453.62
C0465,2025-05-09,2025-12-10,11,17706.93,1609.72,19,17.2727,8,215,21,0,11804.61,3,5455.37
C0466,2025-03-09,2025-11-28,8,21883.24,2735.4,13,8.75,6,264,33,0,10941.6,3,6301.56
C0467,2025-02-28,2025-12-31,9,22607.84,2511.98,15,14.4444,8,306,0,0,15071.88,4,8562.61
C0468,2025-02-23,2025-11-24,10,17723.33,1772.33,16,13.0,6,274,37,0,8861.65,1,80.0
C0469,2025-02-02,2025-12-26,21,55375.24,2636.92,33,11.4286,10,327,5,0,46146.1,9,19979.43
C0470,2025-01-30,2025-11-10,7,14268.75,2038.39,12,15.7143,7,284,51,0,8323.43,1,2091.27
C0471,2025-04-13,2025-12-26,15,80170.37,5344.69,37,11.6667,7,257,5,0,46766.04,8,46246.86
C0472,2025-06-24,2025-08-19,6,12703.29,2117.22,9,5.8333,3,56,134,1,3175.83,0,0.0
C0473,2025-02-07,2025-12-13,25,123998.61,4959.94,56,9.6,11,309,18,0,113665.29,6,21920.99
C0474,2025-07-26,2025-09-16,3,6653.77,2217.92,5,10.0,2,52,106,1,1108.96,0,0.0
C0475,2025-02-16,2025-11-19,8,13567.39,1695.92,13,10.625,5,276,42,0,5653.07,1,1543.72
C0476,2025-03-19,2025-11-29,11,18987.04,1726.09,20,15.0,7,255,32,0,11075.74,3,3985.94
C0477,2025-02-26,2025-12-30,22,101687.09,4622.14,46,7.9545,9,307,1,0,76265.31,5,20271.67
C0478,2025-05-03,2025-12-06,7,9317.11,1331.02,11,9.2857,5,217,25,0,3882.14,4,6221.91
C0479,2025-03-08,2025-12-30,14,28264.96,2018.93,23,13.5714,7,297,1,0,16487.93,3,4908.17
C0480,2025-09-15,2025-09-15,1,1716.84,1716.84,2,5.0,1,0,107,1,143.07,0,0.0
C0481,2025-03-27,2025-12-17,9,12887.68,1431.96,13,15.0,7,265,14,0,7517.79,1,1509.77
C0482,2025-01-21,2025-12-13,13,21417.77,1647.52,21,11.9231,8,326,18,0,14278.51,3,3262.4
C0483,2025-03-11,2025-12-18,7,20078.35,2868.34,13,12.1429,6,282,13,0,10039.19,3,7121.52
C0484,2025-03-21,2025-09-30,4,7522.62,1880.65,7,17.5,3,193,92,1,1880.65,0,0.0
C0485,2025-03-05,2025-12-02,7,10111.41,1444.49,11,9.2857,6,272,29,0,5055.72,1,1075.49
C0486,2025-03-17,2025-11-12,9,16320.87,1813.43,16,11.6667,6,240,49,0,8160.44,1,1288.86
C0487,2025-04-26,2025-11-30,22,113243.07,5147.41,50,8.6364,8,218,31,0,75495.35,10,50542.6
C0488,2025-07-02,2025-12-28,7,24793.47,3541.92,9,13.5714,4,179,3,0,8264.48,3,9130.44
C0489,2025-02-18,2025-09-06,5,9563.41,1912.68,10,16.0,5,200,116,1,3984.75,0,0.0
C0490,2025-05-17,2025-09-22,9,15064.74,1673.86,18,14.4444,5,128,100,1,6276.98,0,0.0
